uby	year	file	unit	nest	unit_box	egg	egg_mass	lay_order	L	T	A	E	eggLengthpx	len_IJ	wid_IJ	len_redo	wid_redo	exclude	note	fband	mband	ci_doy	clutch_size	max_brood	d6_brood	d6_mass	num_fled	nest_exp	nest_treat	f_age	f_mass1	f_wing1	f_hb1	m_mass1	m_wing1	m_hb1	gen_mother	fem_birth_yr	fem_birth_loc	epy_in_nest	wpy_in_nest	unk_in_nest	num_pat_knwn	pointedness	elongation	polarasymmetry	volume
2_29_2020	2020	2_29	2	29	2_29	E			1.2068	0.70177	0.20676	0.42496	550	19.617	14.09					272107361	272107257	140	6	5	5	54.1	0	CortDose	Control	ASY	22.5	117	28.4	19.5	122	28.5				5	0	0	5	0.576073879	1.404515029	1.545479093	1.948220643
1_88_2021	2021	1_88	1	88	1_88	B			1.3164	0.6632	0.3164	0.5078	450	20.221	14.036					281174805		139	5	0			0	Cold_Snap		SY	18.5	114	28.4											0.601740282	1.45749949	1.7201902	1.948496947
2_10_2021	2021	2_10	2	10	2_10	C			1.164	0.7442	0.16398	0.34374	383	18.883	14.382					272108249		138	6	0			0	Cold_Snap		ASY	21.25	120	28.7											0.558253708	1.324695782	1.592447194	1.948631339
2_27_2021	2021	2_27	2	27	2_27	C			1.2018	0.6971	0.20177	0.43451	451	19.657	13.888					281174802		137	5	0			0	Cold_Snap		SY	20	114	27.3											0.560810691	1.420072767	1.825361864	1.9492903
1_353_2020	2020	1_353	1	353	1_353	C			1.2226	0.74242	0.22255	0.34694	532	18.864	14.279					281128704		143	5	5	0	0	0	Validation	BDA	ASY	22	121	27.8											0.5739158	1.319608325	1.613465846	1.949745396
2_79_2021	2021	2_79	2	79	2_79	F			1.2988	0.72458	0.29876	0.38011	428	19.199	14.245					278172154		135	6	0			0	Carryover	Prev_Cort	ASY	22	117	27.9											0.58218733	1.352592484	1.991458079	1.951084238
2_34_2021	2021	2_34	2	34	2_34	B			1.1517	0.7645	0.15168	0.30803	381	18.553	14.424					281174509		137	6	0			0	Carryover	Prev_Control	ASY	22	114	27.5											0.57309568	1.296189919	1.212478606	1.952131515
2_90_2020	2020	2_90	2	90	2_90	F			1.2768	0.76675	0.2768	0.30421	437	18.485	14.57					281174511	281174524	142	6	6	6	50.9	0	CortDose	Control	SY	20	120	28.8	19.5	121	28.6				4	2	0	6	0.566664966	1.274680679	2.267531938	1.952650268
1_134_2021	2021	1_134	1	134	1_134	D			1.2522	0.6515	0.2522	0.5349	425	20.586	13.609					281174009		159	5	0			1	Long_Control	None	SY	18	120	27.6											0.57271481	1.500490638	1.838072479	1.953558172
1_34_2021	2021	1_34	1	34	1_34	D	1.7		1.1574	0.75039	0.15739	0.33264	407	18.801	14.331					281174128		133	6	0			0	Cold_Snap		SY	21	115	29.1				278172095	2020	1_303					0.573554723	1.338248232	1.339448844	1.955531539
1_391_2020	2020	1_391	1	391	1_391	B			1.1888	0.7083	0.18882	0.41184	509	19.568	14.26					281128627		146	5	5	0	0	0	Validation	BDC	SY	21.25	115	28.4				212110281	2019	1_315					0.546069892	1.388390496	1.634636608	1.955840209
2_79_2021	2021	2_79	2	79	2_79	E			1.3179	0.69914	0.3179	0.43032	439	19.64	14.263					278172154		135	6	0			0	Carryover	Prev_Cort	ASY	22	117	27.9											0.604476051	1.390449284	2.080569355	1.956253836
2_52_2021	2021	2_52	2	52	2_52	C			1.2832	0.71932	0.28316	0.3902	478	19.232	14.394					281174122		158	4	0			4	Long_Control	None	SY	18.5	119	28.3				281174501	2020	2_48					0.589307507	1.346106141	1.728725251	1.956734289
2_87_2020	2020	2_87	2	87	2_87	B			1.0984	0.76099	0.098434	0.31408	424	18.674	14.309					281174512		142	6	0	0	0	0	CortDose	Control	SY	19.5	118	29.2											0.534877276	1.293717967	1.433151365	1.95693643
2_62_2021	2021	2_62	2	62	2_62	A			1.1387	0.81004	0.13869	0.2345	403	17.914	14.764					281174008	281108256	136	6	1			1	Cold_Snap	Cold_Cold	ASY	24.5	121	29.3											0.532241156	1.22648947	1.58327088	1.958667192
2_70_2020	2020	2_70	2	70	2_70	E			1.1749	0.76481	0.17493	0.30751	425	18.581	14.482					278172313	281128565	142	5	5	5	53	0	CortDose	Cort	SY	20	113	28.2	20.5	118	29	263114113	2019	4_94	1	4	0	5	0.577886762	1.292703158	1.284347352	1.958849057
2_6_2020	2020	2_6	2	6	2_6	E			1.2644	0.75421	0.26438	0.32588	532	18.679	14.692					281174502	281128744	139	5	4	4	48.3	0	CortDose	Cort	SY	23	113	28.7	18.5	119	28.5				1	2	0	3	0.58232396	1.296163412	1.699559169	1.958954865
2_30_2021	2021	2_30	2	30	2_30	B			1.31	0.69549	0.31004	0.43784	462	19.703	14.244					281174502		134	6	0			0	Carryover	Prev_Cort	ASY	23	116	28.1											0.585859067	1.402587113	2.284005318	1.959766769
1_9_2020	2020	1_9	1	9	1_9	A			1.0877	0.74596	0.087654	0.34055	491	18.947	14.244					240150396	281174585	149	6	6	6	72.6	0	CortDose	Control	SY	21.5	111	28.1	20	118	28.8				0	6	0	6	0.554240688	1.349391744	1.036802468	1.960171819
2_92_2021	2021	2_92	2	92	2_92	C			1.2227	0.69431	0.22275	0.44027	358	19.855	13.951					281174803	281174702	135	7	1			1	Cold_Snap	Cold_Control	ASY	23.5	116	28.2	20	121	28.7								0.572334947	1.421767188	1.414042715	1.960491387
2_70_2020	2020	2_70	2	70	2_70	D			1.2062	0.75903	0.20616	0.31747	429	18.646	14.657					278172313	281128565	142	5	5	5	53	0	CortDose	Cort	SY	20	113	28.2	20.5	118	29	263114113	2019	4_94	1	4	0	5	0.565303653	1.298006869	1.66657242	1.961719865
1_94_2020	2020	1_94	1	94	1_94	E			1.2264	0.82228	0.22643	0.21614	476	17.719	15.066					281128451	281174101	142	5	5	5	50.5	0	CortDose	Control	SY	20.75	110	26.6	19	120	28.4				4	1	0	5	0.559578822	1.202942423	1.551579008	1.962192991
2_23_2021	2021	2_23	2	23	2_23	C	1.8		1.2092	0.71129	0.20916	0.40589	528	19.485	14.169					281128452	281174017	133	5	5			4	Cold_Snap	Cold_Cold	SY	21.5	121	27.5	18.25	119	26.3								0.561649744	1.375749842	1.560000241	1.962416356
1_88_2021	2021	1_88	1	88	1_88	E			1.2092	0.75948	0.20924	0.31669	411	18.665	14.314					281174805		139	5	0			0	Cold_Snap		SY	18.5	114	28.4											0.571770976	1.287669759	1.496532439	1.962548906
2_96_2020	2020	2_96	2	96	2_96	F			1.2604	0.73956	0.26038	0.35216	327	19.006	14.339					281128602		143	6	6	6	81.7	0	CortDose	Control	ASY	22	119	28.3							1	5	0	6	0.572418237	1.322873141	1.454515526	1.96272177
1_348_2020	2020	1_348	1	348	1_348	D			1.232	0.70838	0.23195	0.41167	465	19.546	14.01					278172096		139	6	4	0	0	0	Validation	BDA	ASY	25.5	110	28.1											0.574859302	1.384969289	1.594623966	1.963541968
2_120_2020	2020	2_120	2	120	2_120	D			1.2032	0.7077	0.2032	0.4131	600	19.542	14.165					281128552	281174104	139	5	5	5	71.1	0	CortDose	Control	SY	23	115	29.4	17	122	28				0	4	0	4	0.56869835	1.38928463	1.495569244	1.964703526
2_28_2020	2020	2_28	2	28	2_28	E			1.23772	0.76595	0.23772	0.30557	557	18.547	14.595					281128737	278172168	141	5	4	4	32.7	0	CortDose	Cort	SY	22	120	28.7	19.5	121	28	272107748	2019	2_39	0	3	0	3	0.575908085	1.281151267	1.669150771	1.965398153
2_107_2020	2020	2_107	2	107	2_107	C			1.2041	0.75364	0.20409	0.32689	535	18.682	14.275					281174505		140	5	0	0	0	0	CortDose	Control	SY	22	117	28.3											0.579851516	1.306854523	1.409510794	1.966792919
2_15_2021	2021	2_15	2	15	2_15	E		5	1.2345	0.74837	0.23446	0.33624	435	18.837	14.481					272108365		129	6	3			0	Cold_Snap		SY	22.75	112	27.9											0.56300504	1.29882828	1.902442158	1.967675344
2_47_2021	2021	2_47	2	47	2_47	B			1.2217	0.70434	0.22166	0.41978	437	19.667	14.128					281128816	281128476	136	6	6			5	Carryover	Prev_Cort	ASY	23	111	28.5	18.75	121	29.1	281128707	2019	1_329					0.58028504	1.396385726	1.61947416	1.970081257
1_371_2020	2020	1_371	1	371	1_371	F			1.2535	0.73072	0.25351	0.36852	499	19.079	14.553					281128701	272107009	134	6	6	0	0	0	Validation	BDC	ASY	23.75	115	28.7	22.5	124	29.3								0.565075791	1.318503186	2.0262932	1.970147704
2_117_2020	2020	2_117	2	117	2_117	C			1.295	0.67605	0.29504	0.47918	517	20.12	14.127					278171875	281128726	140	6	6	6	82.4	0	CortDose	Control	ASY	22.5	114	28.4	21.5	122	29.2				0	5	0	5	0.591701632	1.434204586	1.746148775	1.970360733
1_80_2020	2020	1_80	1	80	1_80	A			1.1606	0.73785	0.16057	0.35528	452	19.085	14.206					281128559		143	6	5	5	43.9	0	CortDose	Control	SY	22	114	29.7							1	1	3	2	0.580659806	1.354103621	1.203491523	1.970361368
2_114_2020	2020	2_114	2	114	2_114	E			1.2022	0.72507	0.2022	0.37917	470	19.264	14.307					278172145	281174520	136	6	6	6	79	0	CortDose	Cort	ASY	23.5	119	28.7	21	123	29.5				0	0	2	0	0.559478251	1.360577421	1.773563748	1.970651153
2_2_2021	2021	2_2	2	2	2_2	D			1.2676	0.6628	0.2676	0.50874	438	20.457	13.733					272108250		138	6	0			0	Cold_Snap		ASY	20	113	28.9											0.579098688	1.486506062	1.791081941	1.971559104
2_107_2020	2020	2_107	2	107	2_107	D			1.2005	0.77418	0.20045	0.29169	528	18.358	14.489					281174505		140	5	0	0	0	0	CortDose	Control	SY	22	117	28.3											0.572935578	1.265688496	1.601509591	1.972226915
2_34_2020	2020	2_34	2	34	2_34	E			1.1891	0.6919	0.18905	0.4452	425	19.866	13.973					272107805	281174521	134	5	2	2	27.6	0	CortDose	Cort	ASY	22.5	114	28.5	21.5	122	28.9				1	1	0	2	0.584809626	1.432824345	1.280610574	1.972721674
1_431_2020	2020	1_431	1	431	1_431	A			1.247	0.7789	0.24701	0.28386	459	18.329	14.32					240150380		140	5	5	0	0	0	Validation	BCA	SY	23.25	112	27.3											0.586604946	1.258014098	1.748615673	1.973293691
1_94_2020	2020	1_94	1	94	1_94	B			1.2126	0.75637	0.21255	0.32211	500	18.736	14.463					281128451	281174101	142	5	5	5	50.5	0	CortDose	Control	SY	20.75	110	26.6	19	120	28.4				4	1	0	5	0.569476443	1.307483409	1.812358846	1.973506459
2_28_2020	2020	2_28	2	28	2_28	B			1.2243	0.71845	0.2246	0.39188	584	19.374	14.545					281128737	278172168	141	5	4	4	32.7	0	CortDose	Cort	SY	22	120	28.7	19.5	121	28	272107748	2019	2_39	0	3	0	3	0.58075529	1.361096007	1.645196082	1.974131007
2_6_2021	2021	2_6	2	6	2_6	B	1.7		1.2128	0.70727	0.21285	0.41388	472	19.566	14.068					281128455	281175000	134	6	3			3	Cold_Snap	Cold_Cold	ASY	22.5	114	29.2	20	120	28.3								0.584698122	1.402202041	1.498782796	1.976490936
1_87_2021	2021	1_87	1	87	1_87	C	2		1.2514	0.70027	0.25136	0.42801	457	19.685	14.182					281174001		132	6	0			0	Cold_Snap		ASY	22	115	28.3											0.570503134	1.393143781	2.128552544	1.976953709
2_100_2020	2020	2_100	2	100	2_100	C			1.1818	0.71795	0.18178	0.39286	590	19.386	13.963					281174506	281174522	140	5	4	4	49.7	0	CortDose	Cort	SY	23.5	117	29.3	18.5	119	28.1				0	4	0	4	0.57628132	1.395829044	1.272208891	1.979958429
2_119_2020	2020	2_119	2	119	2_119	B			1.2471	0.69618	0.24715	0.4364	491	19.851	14.135					281174507	281174703	140	6	6	5	52.2	0	CortDose	Cort	SY	21.5	115	28.7	17	124	28.6								0.561133784	1.407802926	1.761228397	1.980237754
1_22_2021	2021	1_22	2	22	2_22	D			1.2659	0.72887	0.26591	0.37198	427	19.063	14.158					281128464		138	5	0			0	Cold_Snap		SY	21.5	118	28.4											0.597755787	1.339974519	1.77621287	1.980381003
2_127_2020	2020	2_127	2	127	2_127	D			1.1733	0.75914	0.17328	0.31729	325	18.706	14.495					281174515		142	6	0	0	0	0	CortDose	Control	SY	21.5	114	28.2											0.561331806	1.301413592	1.512575657	1.980760544
2_72_2021	2021	2_72	2	72	2_72	F			1.1594	0.7904	0.1594	0.2652	335	18.282	14.825					281174417	281174347	137	6	6			6	Cold_Snap	Cold_Cold	SY	21	121	28.6	20	125	29.9	240150385	2020	1_302					0.546341531	1.265802447	1.552237669	1.981335978
2_90_2020	2020	2_90	2	90	2_90	B			1.2325	0.7398	0.23246	0.35172	449	18.98	14.243					281174511	281174524	142	6	6	6	50.9	0	CortDose	Control	SY	20	120	28.8	19.5	121	28.6				4	2	0	6	0.563495039	1.322122478	1.855156563	1.981942157
1_369_2020	2020	1_369	1	369	1_369	C			1.1464	0.73176	0.14635	0.36657	461	19.273	14.412					156181153	281174106	140	6	5	0	0	0	Validation	BCC	ASY	24	114	28.1	20	118	28.7								0.543865376	1.346574897	1.383604342	1.982859067
1_45_2021	2021	1_45	1	45	1_45	B			1.1613	0.75906	0.16133	0.31742	450	18.695	14.131					281174806		139	5	0			0	Cold_Snap		SY	17.5	114	28.9											0.553363087	1.306033955	1.529849867	1.983568072
2_120_2020	2020	2_120	2	120	2_120	C			1.1964	0.66399	0.19643	0.50605	632	20.508	13.823					281128552	281174104	139	5	5	5	71.1	0	CortDose	Control	SY	23	115	29.4	17	122	28				0	4	0	4	0.569576476	1.489796147	1.603832796	1.983908579
2_91_2020	2020	2_91	2	91	2_91	A			1.3014	0.69675	0.30141	0.43523	492	19.84	13.819					278172469	281174702	140	6	1	1	10.8	0	CortDose	Cort	SY	22	120	28.3	19.5	120	28.2	278172407	2019	4_71	0	1	0	1	0.589205988	1.405497839	1.842126649	1.98442141
1_13_2021	2021	1_13	1	13	1_13	D	1.8		1.2541	0.7188	0.2541	0.3912	395	19.511	14.021					272108367	272107380	133	6	4			4	Cold_Snap	Cold_Cold	SY	24	118	29.1	20	118	27.2								0.565225624	1.372908434	1.600394001	1.986637419
1_13_2021	2021	1_13	1	13	1_13	B	1.7		1.1749	0.7299	0.1749	0.37009	388	19.213	14.064					272108367	272107380	133	6	4			4	Cold_Snap	Cold_Cold	SY	24	118	29.1	20	118	27.2								0.559160788	1.351330503	1.516717134	1.98708085
1_129_2021	2021	1_129	1	129	1_129	D	2		1.2024	0.68553	0.2024	0.45873	482	20.082	13.991					240150375		130	5	2			0	Cold_Snap		ASY	22.5	115	28.7											0.577452888	1.441643277	1.298323238	1.987170933
1_129_2021	2021	1_129	1	129	1_129	E	1.4		1.2203	0.70429	0.2203	0.41986	471	19.685	14.031					240150375		130	5	2			0	Cold_Snap		ASY	22.5	115	28.7											0.588596844	1.402524363	1.353187193	1.987280497
2_48_2020	2020	2_48	2	48	2_48	B			1.1037	0.6532	0.1037	0.5308	440	20.707	13.668					281174501	281128773	135	6	5	5	51.9	0	CortDose	Cort	SY	22	112	28.4	20.5	127	28.6				1	4	0	5	0.546497302	1.513986466	1.26072204	1.98755006
2_79_2021	2021	2_79	2	79	2_79	B			1.2911	0.67783	0.29114	0.47529	450	20.147	14.134					278172154		135	6	0			0	Carryover	Prev_Cort	ASY	22	117	27.9											0.592499982	1.43736336	1.919636348	1.98862574
2_14_2021	2021	2_14	2	14	2_14	D			1.1579	0.7163	0.1579	0.396	402	19.53	14.18					281174503	272107816	133	6	6			6	Carryover	Prev_Control	ASY	23.5	120	28.5	18.5	121	28.5								0.552147998	1.372642387	1.426059426	1.989699206
1_89_2021	2021	1_89	1	89	1_89	D	1.8		1.2739	0.70481	0.27393	0.41883	439	19.68	14.294					281174455	281174549	136	5	5			5	Cold_Snap	Cold_Cold	SY	21.5	114	28.2	20	119	28.3								0.561981337	1.388396819	2.058717462	1.990090612
2_84_2021	2021	2_84	2	84	2_84	C			1.3117	0.62172	0.31166	0.60844	576	21.342	13.567					281174504		137	5	0			0	Carryover	Prev_Control	ASY	22	114	29.1											0.585408122	1.566646713	2.030631312	1.990104192
1_19_2021	2021	1_19	1	19	1_19	E			1.2241	0.6604	0.2241	0.5142	425	20.595	13.927					281128705		135	7	6			6	Cold_Snap	Cold_Control	ASY	24	120	28.7											0.581110786	1.486077791	1.567033734	1.990522752
1_422_2020	2020	1_422	1	422	1_422	D			1.21	0.70628	0.20996	0.41586	546	19.68	14.035					240150376		137	5	5	0	0	0	Validation	BCC	ASY	25	118	28.2											0.557788177	1.388391703	1.765831988	1.990665928
2_87_2020	2020	2_87	2	87	2_87	E			1.2003	0.70963	0.20031	0.40919	447	19.625	14.008					281174512		142	6	0	0	0	0	CortDose	Control	SY	19.5	118	29.2											0.550746667	1.38214561	1.576240316	1.991154963
1_47_2020	2020	1_47	1	47	1_47	B			1.1622	0.74161	0.16218	0.34843	586	18.995	14.051					240150393	272106628	148	5	5	5	58	0	CortDose	Cort	SY	20	111	27	22	118	29				0	2	0	2	0.567910589	1.340886551	1.408065633	1.991515973
1_318_2020	2020	1_318	1	318	1_318	F			1.2387	0.70608	0.23872	0.41627	487	19.717	14.142					281128705		139	6	6	0	0	0	Validation	BDC	ASY	25.75	118	28.9											0.576484964	1.384437109	1.498481525	1.992071518
2_100_2020	2020	2_100	2	100	2_100	B			1.1919	0.68863	0.19185	0.45216	607	19.937	13.89					281174506	281174522	140	5	4	4	49.7	0	CortDose	Cort	SY	23.5	117	29.3	18.5	119	28.1				0	4	0	4	0.59497028	1.446012835	1.26496105	1.992102446
1_397_2020	2020	1_397	1	397	1_397	D			1.2193	0.72107	0.21931	0.38683	515	19.325	14.217					240150386		144	6	6	0	0	0	Validation	BCC	SY	22.5	110	28.6											0.58034918	1.360690144	1.587377976	1.992203246
2_74_2020	2020	2_74	2	74	2_74	E			1.2521	0.69076	0.25208	0.44769	494	19.983	14.346					281128550	240150400	137	6	6	6	61.4	0	CortDose	Cort	SY	22.5	116	29.7	19.5	116	28.3				2	1	0	3	0.579749083	1.399242132	1.744364662	1.992413269
2_25_2020	2020	2_25	2	25	2_25	B			1.2755	0.7032	0.2755	0.4222	383	19.645	14.082					281128404	281174538	141	6	6	6	41.1	0	CortDose	Cort	ASY	22.5	120	28.6	20.5	118	29.2				4	0	0	4	0.593520067	1.394622423	1.55177597	1.993124186
2_77_2021	2021	2_77	2	77	2_77	A			1.2339	0.75748	0.23386	0.32017	410	18.822	14.495					281174006		135	6	0			0	Cold_Snap		ASY	21	118	27.9											0.567376122	1.304548269	1.755476515	1.993447692
1_10_2021	2021	1_10	1	10	1_10	C	1.9		1.1737	0.73472	0.17374	0.36106	455	19.134	14.368					281128450	281174419	135	5	5			4	Carryover	Prev_Cort	ASY	22.5	121	28.8	20	120	29.2								0.555139175	1.327609557	1.611603365	1.994504859
2_17_2020	2020	2_17	2	17	2_17	E			1.2003	0.77058	0.20027	0.29772	415	18.52	14.421					281174518	281174554	146	5	4	4	47.4	0	CortDose	Cort	SY	21.5	119	28.1	19.5	116	28.5				1	3	0	4	0.563097321	1.269032329	1.867465547	1.99465189
1_48_2021	2021	1_48	1	48	1_48	B			1.2355	0.72022	0.2355	0.38847	424	19.415	14.249					281174343	281174964	139	5	3			3	Cold_Snap	Cold_Control	ASY	16.5	111	27.4				281174518	2020	2_17					0.561061889	1.357074711	1.700679363	1.995888627
2_6_2020	2020	2_6	2	6	2_6	A			1.3002	0.71524	0.30025	0.39813	545	19.441	14.045					281174502	281128744	139	5	4	4	48.3	0	CortDose	Cort	SY	23	113	28.7	18.5	119	28.5				1	2	0	3	0.587967163	1.362102281	2.104637899	1.997583766
1_81_2020	2020	1_81	1	81	1_81	B			1.26	0.61778	0.26005	0.6187	512	21.507	13.225					240150377	281174102	137	6	6	6	64.7	0	CortDose	Control	ASY	23.25	115	27.7	20	121	28.5				2	3	0	5	0.597376808	1.609140438	1.529011827	1.998415622
2_64_2021	2021	2_64	2	64	2_64	C			1.1975	0.68224	0.19749	0.46575	453	20.109	13.907					272108251	281128656	139	5	5			0	Cold_Snap	Cold_Cold	ASY	18.5	114	28.3	21	124	29.8								0.580166252	1.447098562	1.45214392	2.00112864
2_84_2021	2021	2_84	2	84	2_84	D			1.2607	0.64752	0.26075	0.54435	563	20.866	13.964					281174504		137	5	0			0	Carryover	Prev_Control	ASY	22	114	29.1											0.569100705	1.50213663	2.132166667	2.001308362
2_92_2021	2021	2_92	2	92	2_92	B			1.2191	0.69469	0.21906	0.43948	361	19.893	13.94					281174803	281174702	135	7	1			1	Cold_Snap	Cold_Control	ASY	23.5	116	28.2	20	121	28.7								0.581056128	1.418321069	1.523423343	2.001700993
2_8_2021	2021	2_8	2	8	2_8	A			1.1603	0.79022	0.16032	0.26548	458	18.297	14.622					281174005	281174982	136	5	1			1	Cold_Snap	Cold_Control	SY	21.5	111	28.2	19.5	116	28.6								0.551175374	1.24505452	1.366385403	2.002554858
1_32_2020	2020	1_32	1	32	1_32	D			1.1853	0.71764	0.18528	0.39345	516	19.476	14.084					281128450	281174108	142	5	5	5	38	0	CortDose	Cort	SY	22.25	120	28.8	19.5	115	28.5				4	1	0	5	0.562136098	1.365231006	1.678556875	2.002675168
1_81_2020	2020	1_81	1	81	1_81	F			1.1963	0.65356	0.19628	0.53009	512	20.77	13.461					240150377	281174102	137	6	6	6	64.7	0	CortDose	Control	ASY	23.25	115	27.7	20	121	28.5				2	3	0	5	0.576993958	1.524802157	1.538270881	2.002943626
1_348_2020	2020	1_348	1	348	1_348	E			1.2541	0.72179	0.25413	0.38544	463	19.334	14.119					278172096		139	6	4	0	0	0	Validation	BDA	ASY	25.5	110	28.1											0.609923216	1.368838013	1.437529063	2.004104777
2_62_2021	2021	2_62	2	62	2_62	F			1.118	0.83289	0.11802	0.20064	400	17.706	15.051					281174008	281108256	136	6	1			1	Cold_Snap	Cold_Cold	ASY	24.5	121	29.3											0.534785792	1.185837424	1.444035438	2.005259137
2_17_2020	2020	2_17	2	17	2_17	B			1.2403	0.73961	0.2403	0.35206	428	19.068	14.569					281174518	281174554	146	5	4	4	47.4	0	CortDose	Cort	SY	21.5	119	28.1	19.5	116	28.5				1	3	0	4	0.568678357	1.313991477	2.126576629	2.007203893
1_303_2020	2020	1_303	1	303	1_303	C			1.2171	0.68183	0.21705	0.46663	521	20.047	13.744					278172095	240151291	136	6	6	0	0	0	Validation	BDA	ASY	24	123	27.6	21	115	28.4								0.589455492	1.425039472	1.48949059	2.008129127
2_91_2020	2020	2_91	2	91	2_91	E			1.2338	0.6983	0.23384	0.43205	489	19.838	14.024					278172469	281174702	140	6	1	1	10.8	0	CortDose	Cort	SY	22	120	28.3	19.5	120	28.2	278172407	2019	4_71	0	1	0	1	0.574839702	1.402648569	1.6872713	2.008372597
2_48_2020	2020	2_48	2	48	2_48	E			1.1577	0.6429	0.1577	0.5554	448	21.029	13.758					281174501	281128773	135	6	5	5	51.9	0	CortDose	Cort	SY	22	112	28.4	20.5	127	28.6				1	4	0	5	0.562584175	1.529756409	1.354928436	2.008594026
1_429_2020	2020	1_429	1	429	1_429	A			1.1668	0.69254	0.16682	0.44397	550	19.965	14.065					240150392		146	6	6	0	0	0	Validation	BDA	SY	22	114	27.7											0.566922973	1.419742291	1.308495925	2.008848113
1_125_2020	2020	1_125	1	125	1_125	A			1.2191	0.76548	0.21911	0.30637	465	18.683	14.587					240150382	281128570	143	6	6	6	47	0	CortDose	Control	SY	20.5	112	27.9	20.5	122	28.6				0	4	2	4	0.58239823	1.278965004	1.628144601	2.008910908
2_44_2020	2020	2_44	2	44	2_44	E			1.1803	0.6933	0.18029	0.44238	301	19.963	13.962					281128816	272106957	143	5	4	4	37.6	0	CortDose	Cort	SY	21	110	29.2	19	125	28.3	281128707	2019	1_329	2	2	0	4	0.577880122	1.423490292	1.398444559	2.008926853
1_13_2021	2021	1_13	1	13	1_13	C	1.8		1.1952	0.7018	0.1952	0.425	404	19.814	14.247					272108367	272107380	133	6	4			4	Cold_Snap	Cold_Cold	SY	24	118	29.1	20	118	27.2								0.564851999	1.408765864	1.456262462	2.008959523
2_76_2021	2021	2_76	2	76	2_76	B			1.234	0.7301	0.234	0.3698	381	19.275	14.371					281174511		138	6	0			0	Carryover	Prev_Control	ASY	21.5	122	29.2											0.564664449	1.34738159	1.684587327	2.009753798
2_10_2021	2021	2_10	2	10	2_10	E			1.1741	0.7932	0.1741	0.2607	367	18.224	14.627					272108249		138	6	0			0	Cold_Snap		ASY	21.25	120	28.7											0.559290728	1.24578449	1.524128454	2.010547793
2_29_2020	2020	2_29	2	29	2_29	B			1.2083	0.71932	0.20829	0.3902	548	19.462	14.408					272107361	272107257	140	6	5	5	54.1	0	CortDose	Control	ASY	22.5	117	28.4	19.5	122	28.5				5	0	0	5	0.569001544	1.367085754	1.405265293	2.010853891
1_87_2021	2021	1_87	1	87	1_87	B	1.8		1.2102	0.70879	0.2102	0.41085	458	19.728	14.324					281174001		132	6	0			0	Cold_Snap		ASY	22	115	28.3											0.552633941	1.390467868	1.669609	2.012310117
2_72_2021	2021	2_72	2	72	2_72	B			1.1386	0.7578	0.1386	0.3196	346	18.859	14.568					281174417	281174347	137	6	6			6	Cold_Snap	Cold_Cold	SY	21	121	28.6	20	125	29.9	240150385	2020	1_302					0.555063053	1.306464763	1.324691786	2.013158117
